BLDGCL,TAXCLASS,LTFRONT,LTDEPTH,EXT,STORIES,FULLVAL,AVLAND,AVTOT,EXLAND,EXTOT,EXCD1,BLDFRONT,BLDDEPTH,AVLAND2,AVTOT2,EXLAND2,EXTOT2,YEAR,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,NTA,OWNER_RICHNESS,BIN_POPULARNESS,LTFRONT_WAS_NAN,LTDEPTH_WAS_NAN,STORIES_WAS_NAN,EXLAND_WAS_NAN,EXTOT_WAS_NAN,BLDFRONT_WAS_NAN,BLDDEPTH_WAS_NAN,AVLAND2_WAS_NAN,AVTOT2_WAS_NAN,EXLAND2_WAS_NAN,EXTOT2_WAS_NAN,Latitude_WAS_NAN,Longitude_WAS_NAN
G1,4,25.0,100.0,nan_val,1.0,211000,22500,94950,98540.41012852485,335868.59502753214,nan_val,25.0,80.0,22500.0,77580.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.846119,-73.913497,205.0 category,14.0 category,217.0 category,University Heights-Morris Heights,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
RR,2,136.0,128.0,nan_val,15.0,9000799,303478,4050360,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,93066.0,3839948.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.820725,-73.922339,201.0 category,17.0 category,65.0 category,Melrose South-Mott Haven North,poor,not popular,0,0,0,1,1,1,1,0,0,1,1,0,0
OTHER_BUILDING_CLASS,2,124.0,148.0,nan_val,6.0,2999000,191250,1349550,98540.41012852485,335868.59502753214,nan_val,42.0,104.0,126990.0,1244610.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.829369,-73.901208,203.0 category,17.0 category,151.0 category,Morrisania-Melrose,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
O7,4,50.0,137.0,nan_val,3.0,3486000,41850,1568700,98540.41012852485,335868.59502753214,nan_val,50.0,137.0,41850.0,1427850.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.807396,-73.908964,201.0 category,8.0 category,33.0 category,Mott Haven-Port Morris,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
B1,1,30.0,110.0,nan_val,2.0,612000,4244,17434,1460.0,1460.0,1017.0,23.0,75.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.852375,-73.914928,205.0 category,14.0 category,24501.0 category,University Heights-Morris Heights,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
OTHER_BUILDING_CLASS,4,517.0,132.0,E,2.0,2795000,769500,1257750,98540.41012852485,335868.59502753214,nan_val,30.0,40.0,769500.0,1125040.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.871124,-73.911603,112.0 category,10.0 category,other category category,Marble Hill-Inwood,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
Z9,4,30.0,145.0,nan_val,5.7279127725856265,107000,48150,48150,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,45180.0,45180.0,417960.1818181818,1008947.8133408072,2018/19,nan_val,40.693080212647615,-73.9964172329741,nan category,nan category,nan category,nan_val,poor,not popular,0,0,1,1,1,1,1,0,0,1,1,1,1
K4,4,30.0,75.0,E,4.0,1648000,81000,741600,98540.41012852485,335868.59502753214,nan_val,30.0,60.0,81000.0,588150.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.827058,-73.891918,203.0 category,17.0 category,125.0 category,Morrisania-Melrose,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
C0,1,22.0,100.0,nan_val,3.0,632000,9133,31032,1460.0,8029.0,1017.0,22.0,46.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.822264,-73.912961,201.0 category,17.0 category,69.0 category,Melrose South-Mott Haven North,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
B1,1,18.0,90.0,nan_val,2.0,556000,2762,10814,98540.41012852485,335868.59502753214,nan_val,18.0,63.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.817071,-73.902689,202.0 category,17.0 category,83.0 category,Longwood,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
C1,2,56.0,115.0,nan_val,6.0,2419000,30150,1088550,98540.41012852485,335868.59502753214,nan_val,56.0,102.0,30150.0,795330.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.816605,-73.909648,201.0 category,17.0 category,75.0 category,Melrose South-Mott Haven North,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
R2,2,20.0,100.0,nan_val,3.0,66439,5114,29898,98540.41012852485,24784.0,1920.0,38.35627666741522,58.19472798653954,4883.0,27777.0,417960.1818181818,22890.0,2018/19,BRONX,40.823924,-73.889535,202.0 category,17.0 category,119.0 category,Hunts Point,poor,popular,0,0,0,1,0,1,1,0,0,1,0,0,0
B2,1,20.0,100.0,nan_val,3.0,539000,8075,26064,1460.0,1460.0,1017.0,20.0,39.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.813488,-73.901719,202.0 category,8.0 category,83.0 category,Longwood,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
A5,1,16.0,100.0,nan_val,2.0,340000,3777,9583,98540.41012852485,335868.59502753214,nan_val,16.0,45.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.834255,-73.911464,204.0 category,16.0 category,17701.0 category,East Concourse-Concourse Village,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
C1,2,50.0,100.0,nan_val,5.0,711000,45000,319950,98540.41012852485,335868.59502753214,nan_val,50.0,87.0,45000.0,251640.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.86552,-73.923989,112.0 category,10.0 category,291.0 category,Marble Hill-Inwood,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
E9,4,150.0,92.0,nan_val,1.0,1316000,65700,592200,98540.41012852485,335868.59502753214,nan_val,150.0,92.0,65700.0,604260.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.841061,-73.918672,204.0 category,16.0 category,other category category,Highbridge,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
D7,2,99.0,115.0,nan_val,6.0,5961000,410850,2682450,98540.41012852485,335868.59502753214,nan_val,100.0,103.0,410850.0,2540340.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.846191,-73.93626,112.0 category,10.0 category,263.0 category,Washington Heights South,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
R3,1A,45.83709694359836,106.55358316896779,nan_val,2.0,184675,267,5157,98540.41012852485,942.0,5114.0,21.0,43.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.820563,-73.910149,201.0 category,17.0 category,71.0 category,Melrose South-Mott Haven North,poor,not popular,1,1,0,1,0,0,0,1,1,1,1,0,0
A5,1,30.0,80.0,nan_val,2.0,389000,4038,14680,98540.41012852485,335868.59502753214,nan_val,18.0,32.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.821875,-73.907444,201.0 category,17.0 category,75.0 category,Melrose South-Mott Haven North,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
C1,2,55.0,99.0,nan_val,5.0,838000,48150,377100,98540.41012852485,335868.59502753214,nan_val,55.0,86.0,48150.0,347580.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.868367,-73.916422,112.0 category,10.0 category,other category category,Marble Hill-Inwood,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
C0,1,25.0,100.0,nan_val,2.0,708000,4463,15801,98540.41012852485,335868.59502753214,nan_val,20.0,50.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.815433,-73.89965,202.0 category,8.0 category,85.0 category,Longwood,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
S1,1,31.0,95.0,G,2.0,301000,13020,18060,98540.41012852485,335868.59502753214,nan_val,23.0,68.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.852208,-73.915119,205.0 category,14.0 category,24501.0 category,University Heights-Morris Heights,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
A9,1,50.0,100.0,G,1.7,361000,735,6033,98540.41012852485,335868.59502753214,nan_val,20.0,20.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.832895,-73.930365,204.0 category,8.0 category,189.0 category,Highbridge,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
C7,2B,25.0,75.0,nan_val,5.0,1090000,738,53632,98540.41012852485,335868.59502753214,nan_val,25.0,71.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.811801,-73.92387,201.0 category,8.0 category,39.0 category,Mott Haven-Port Morris,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
B9,1,50.0,96.0,G,3.0,569000,4555,9969,1460.0,1460.0,1017.0,23.0,34.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.838248,-73.922072,204.0 category,16.0 category,211.0 category,Highbridge,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
OTHER_BUILDING_CLASS,4,36.0,80.0,nan_val,5.7279127725856265,93000,18900,41850,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,18900.0,39240.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.829502,-73.916937,204.0 category,16.0 category,other category category,East Concourse-Concourse Village,poor,very popular,0,0,1,1,1,1,1,0,0,1,1,0,0
K1,4,86.0,100.0,E,1.0,2179000,146250,980550,98540.41012852485,671400.0,1986.0,88.0,100.0,146250.0,828271.0,417960.1818181818,519120.0,2018/19,MANHATTAN,40.874836,-73.909493,208.0 category,10.0 category,309.0 category,Marble Hill-Inwood,poor,not popular,0,0,0,1,0,0,0,0,0,1,0,0,0
C1,2,62.0,92.0,nan_val,5.0,977000,77850,439650,77850.0,439650.0,5130.0,62.0,80.0,36090.0,325530.0,36090.0,325530.0,2018/19,BRONX,40.836684,-73.912075,204.0 category,16.0 category,17702.0 category,East Concourse-Concourse Village,rich,not popular,0,0,0,0,0,0,0,0,0,0,0,0,0
OTHER_BUILDING_CLASS,4,83.0,100.0,nan_val,1.0,1580000,49950,711000,49950.0,711000.0,OTHER_EXEMPTION_CODE,80.0,70.0,49950.0,636840.0,49950.0,636840.0,2018/19,BRONX,40.81138,-73.907621,201.0 category,8.0 category,35.0 category,Mott Haven-Port Morris,poor,not popular,0,0,0,0,0,0,0,0,0,0,0,0,0
R3,1A,45.83709694359836,106.55358316896779,nan_val,3.0,223812,323,6250,98540.41012852485,1141.0,5114.0,25.0,43.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.819408,-73.911093,201.0 category,17.0 category,71.0 category,Melrose South-Mott Haven North,poor,not popular,1,1,0,1,0,0,0,1,1,1,1,0,0
A5,1,20.0,100.0,nan_val,2.0,386000,7185,18247,98540.41012852485,335868.59502753214,nan_val,20.0,35.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.825508,-73.89295,202.0 category,17.0 category,12701.0 category,Hunts Point,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,5.0,79250,3185,35663,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,3185.0,27443.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.863813,-73.923377,112.0 category,10.0 category,291.0 category,Marble Hill-Inwood,poor,popular,1,1,0,1,1,1,1,0,0,1,1,0,0
C7,2,49.0,101.0,nan_val,6.0,2520000,67950,1134000,98540.41012852485,335868.59502753214,nan_val,49.0,90.0,40410.0,890550.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.833001,-73.905933,203.0 category,16.0 category,145.0 category,Claremont-Bathgate,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
G7,4,60.0,84.0,nan_val,5.7279127725856265,162000,72900,72900,72900.0,72900.0,OTHER_EXEMPTION_CODE,38.35627666741522,58.19472798653954,70830.0,70830.0,70830.0,70830.0,2018/19,nan_val,40.693080212647615,-73.9964172329741,nan category,nan category,nan category,nan_val,rich,not popular,0,0,1,0,0,1,1,0,0,0,0,1,1
G2,4,213.0,131.0,nan_val,1.0,488000,197100,219600,98540.41012852485,335868.59502753214,nan_val,30.0,52.0,159840.0,204750.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.810468,-73.906593,201.0 category,8.0 category,31.0 category,Mott Haven-Port Morris,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
Q1,4,298.0,554.0,nan_val,5.7279127725856265,4957000,2230650,2230650,2230650.0,2230650.0,2231.0,38.35627666741522,58.19472798653954,2104470.0,2104470.0,2104470.0,2104470.0,2018/19,nan_val,40.693080212647615,-73.9964172329741,nan category,nan category,nan category,nan_val,very rich,not popular,0,0,1,0,0,1,1,0,0,0,0,1,1
B9,1,25.0,100.0,nan_val,2.0,497000,3358,10239,1460.0,1460.0,1017.0,20.0,40.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.826807,-73.89048,203.0 category,17.0 category,12101.0 category,Morrisania-Melrose,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
C4,2B,39.0,100.0,nan_val,4.0,1417000,7064,370743,7064.0,370743.0,5101.0,39.0,78.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.817374,-73.888436,202.0 category,17.0 category,93.0 category,Hunts Point,very rich,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
K1,4,144.0,92.0,nan_val,1.0,1604000,204750,721800,98540.41012852485,335868.59502753214,nan_val,62.0,144.0,173700.0,598055.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.837103,-73.922305,204.0 category,16.0 category,199.0 category,Highbridge,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
C0,1,20.0,85.0,nan_val,3.0,608000,7318,30269,98540.41012852485,21499.0,5114.0,20.0,52.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.812676,-73.902262,202.0 category,17.0 category,83.0 category,Longwood,poor,not popular,0,0,0,1,0,0,0,1,1,1,1,0,0
O2,4,25.0,100.0,nan_val,3.0,601000,50850,270450,98540.41012852485,335868.59502753214,nan_val,20.0,71.0,37710.0,219150.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.817818,-73.921601,201.0 category,17.0 category,65.0 category,Melrose South-Mott Haven North,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
OTHER_BUILDING_CLASS,4,50.0,100.0,nan_val,5.7279127725856265,61000,27450,27450,27450.0,27450.0,2231.0,38.35627666741522,58.19472798653954,25650.0,25650.0,25650.0,25650.0,2018/19,BRONX,40.812673,-73.888867,202.0 category,17.0 category,93.0 category,Hunts Point,very rich,very popular,0,0,1,0,0,1,1,0,0,0,0,0,0
R4,2,200.0,110.0,nan_val,8.0,69021,6891,31059,5520.0,29688.0,5114.0,200.0,110.0,6891.0,27933.0,5520.0,26562.0,2018/19,BRONX,40.822433,-73.911635,203.0 category,17.0 category,141.0 category,Morrisania-Melrose,poor,very popular,0,0,0,0,0,0,0,0,0,0,0,0,0
C1,2,41.0,116.0,nan_val,5.0,666000,20250,299700,98540.41012852485,220950.0,1920.0,41.0,100.0,20250.0,232650.0,417960.1818181818,153900.0,2018/19,BRONX,40.826156,-73.916833,204.0 category,17.0 category,173.0 category,East Concourse-Concourse Village,poor,not popular,0,0,0,1,0,0,0,0,0,1,0,0,0
C0,1,43.0,95.0,G,3.0,737000,3665,11493,98540.41012852485,335868.59502753214,nan_val,22.0,40.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.835299,-73.929011,204.0 category,8.0 category,other category category,Highbridge,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
C0,1,20.0,100.0,nan_val,4.0,551000,7518,24804,1460.0,1460.0,1017.0,20.0,40.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.833053,-73.916311,204.0 category,16.0 category,18101.0 category,East Concourse-Concourse Village,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
OTHER_BUILDING_CLASS,4,100.0,100.0,nan_val,3.0,1535000,54000,690750,98540.41012852485,335868.59502753214,nan_val,95.0,100.0,54000.0,626130.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.809565,-73.910015,201.0 category,8.0 category,35.0 category,Mott Haven-Port Morris,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
OTHER_BUILDING_CLASS,4,52.0,80.0,nan_val,3.0,4880000,88650,2196000,88650.0,2196000.0,OTHER_EXEMPTION_CODE,75.0,78.0,88650.0,1965510.0,88650.0,1965510.0,2018/19,BRONX,40.831151,-73.92031,204.0 category,16.0 category,other category category,East Concourse-Concourse Village,poor,not popular,0,0,0,0,0,0,0,0,0,0,0,0,0
C1,2,25.0,100.0,nan_val,5.0,739000,51300,332550,98540.41012852485,335868.59502753214,nan_val,25.0,85.0,30960.0,289233.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.803778,-73.920245,201.0 category,8.0 category,19.0 category,Mott Haven-Port Morris,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
M1,4,25.0,100.0,nan_val,2.0,1684000,116550,757800,116550.0,757800.0,1021.0,50.0,90.0,116550.0,678240.0,116550.0,678240.0,2018/19,MANHATTAN,40.852338,-73.929716,112.0 category,10.0 category,269.0 category,Washington Heights North,poor,not popular,0,0,0,0,0,0,0,0,0,0,0,0,0
D1,2,100.0,100.0,nan_val,6.0,2251000,48150,1012950,98540.41012852485,335868.59502753214,nan_val,100.0,88.0,48150.0,857790.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.815099,-73.886399,202.0 category,17.0 category,other category category,Hunts Point,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
R3,1A,45.83709694359836,106.55358316896779,nan_val,2.0,184675,267,5157,98540.41012852485,1884.0,5114.0,21.0,40.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.82142,-73.910852,201.0 category,17.0 category,71.0 category,Melrose South-Mott Haven North,poor,not popular,1,1,0,1,0,0,0,1,1,1,1,0,0
C1,2,39.0,100.0,nan_val,5.0,1348000,18000,606600,98540.41012852485,335868.59502753214,nan_val,39.0,71.0,18000.0,513650.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.834588,-73.913306,204.0 category,16.0 category,17701.0 category,East Concourse-Concourse Village,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
C0,1,20.0,95.0,nan_val,3.0,657000,8433,32400,98540.41012852485,335868.59502753214,nan_val,20.0,47.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.843815,-73.905831,204.0 category,15.0 category,22902.0 category,Mount Hope,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
OTHER_BUILDING_CLASS,2,81.0,112.0,nan_val,5.0,1675000,133200,753750,133200.0,753750.0,5130.0,81.0,91.0,65160.0,455310.0,65160.0,455310.0,2018/19,BRONX,40.826397,-73.890307,202.0 category,17.0 category,12701.0 category,Hunts Point,poor,not popular,0,0,0,0,0,0,0,0,0,0,0,0,0
V1,4,30.0,25.0,nan_val,5.7279127725856265,2000,900,900,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,626.0,626.0,417960.1818181818,1008947.8133408072,2018/19,nan_val,40.693080212647615,-73.9964172329741,nan category,nan category,nan category,nan_val,poor,not popular,0,0,1,1,1,1,1,0,0,1,1,1,1
C7,2,121.0,55.0,nan_val,6.0,1229000,20250,553050,98540.41012852485,335868.59502753214,nan_val,121.0,55.0,19440.0,481950.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.814583,-73.886487,202.0 category,17.0 category,93.0 category,Hunts Point,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
RR,2,45.83709694359836,106.55358316896779,nan_val,5.0,1245000,64800,560250,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,64800.0,545748.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.823553,-73.891844,202.0 category,17.0 category,other category category,Hunts Point,poor,not popular,1,1,0,1,1,1,1,0,0,1,1,0,0
D1,2,100.0,110.0,nan_val,6.0,3930000,55800,1768500,55800.0,1768500.0,5130.0,100.0,87.0,55800.0,1383840.0,55800.0,1383840.0,2018/19,BRONX,40.815631,-73.89694,202.0 category,8.0 category,85.0 category,Longwood,poor,not popular,0,0,0,0,0,0,0,0,0,0,0,0,0
C1,2,100.0,71.0,nan_val,5.0,2435000,131400,1095750,98540.41012852485,335868.59502753214,nan_val,92.0,88.0,131400.0,961740.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.852165,-73.938033,112.0 category,10.0 category,273.0 category,Washington Heights North,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
G6,4,69.0,100.0,nan_val,5.7279127725856265,118000,52650,53100,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,52650.0,52989.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.830227,-73.917991,204.0 category,16.0 category,other category category,East Concourse-Concourse Village,poor,very popular,0,0,1,1,1,1,1,0,0,1,1,0,0
C0,1,20.0,100.0,nan_val,3.0,541000,7647,29764,98540.41012852485,335868.59502753214,nan_val,20.0,53.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.812986,-73.887053,202.0 category,17.0 category,93.0 category,Hunts Point,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
C1,2,42.0,99.0,nan_val,5.0,911000,25650,409950,98540.41012852485,335868.59502753214,nan_val,42.0,86.0,25650.0,374760.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.84629,-73.936499,112.0 category,10.0 category,263.0 category,Washington Heights South,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
R3,1A,45.83709694359836,106.55358316896779,nan_val,3.0,223812,323,6250,98540.41012852485,1141.0,5114.0,25.0,43.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.81932,-73.910851,201.0 category,17.0 category,71.0 category,Melrose South-Mott Haven North,poor,popular,1,1,0,1,0,0,0,1,1,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,6.0,90183,5531,40582,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,5335.0,37487.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.852657,-73.935542,112.0 category,10.0 category,271.0 category,Washington Heights North,rich,popular,1,1,0,1,1,1,1,0,0,1,1,0,0
C0,1,25.0,95.0,nan_val,3.0,834000,8205,38880,1460.0,1460.0,1017.0,25.0,55.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.84602,-73.906532,205.0 category,15.0 category,22901.0 category,Mount Hope,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
C0,1,22.0,100.0,nan_val,3.0,526000,8657,27432,1460.0,7092.0,1017.0,22.0,46.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.820813,-73.913732,201.0 category,17.0 category,69.0 category,Melrose South-Mott Haven North,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
C0,1,21.0,105.0,nan_val,3.0,548000,8465,24676,98540.41012852485,16211.0,5112.0,21.0,46.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.815743,-73.906691,201.0 category,8.0 category,73.0 category,Melrose South-Mott Haven North,poor,not popular,0,0,0,1,0,0,0,1,1,1,1,0,0
