BLDGCL,TAXCLASS,LTFRONT,LTDEPTH,EXT,STORIES,FULLVAL,AVLAND,AVTOT,EXLAND,EXTOT,EXCD1,BLDFRONT,BLDDEPTH,AVLAND2,AVTOT2,EXLAND2,EXTOT2,YEAR,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,NTA,OWNER_RICHNESS,BIN_POPULARNESS,LTFRONT_WAS_NAN,LTDEPTH_WAS_NAN,STORIES_WAS_NAN,EXLAND_WAS_NAN,EXTOT_WAS_NAN,BLDFRONT_WAS_NAN,BLDDEPTH_WAS_NAN,AVLAND2_WAS_NAN,AVTOT2_WAS_NAN,EXLAND2_WAS_NAN,EXTOT2_WAS_NAN,Latitude_WAS_NAN,Longitude_WAS_NAN
D7,2,50.0,100.0,nan_val,6.0,2645000,112500,1190250,98540.41012852485,335868.59502753214,nan_val,42.0,86.0,104220.0,984460.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.848054,-73.939425,112.0 category,10.0 category,other category category,Washington Heights South,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
S9,2B,32.0,121.0,E,3.0,420000,16650,189000,98540.41012852485,335868.59502753214,nan_val,32.0,61.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.820683,-73.902706,201.0 category,17.0 category,77.0 category,Melrose South-Mott Haven North,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
OTHER_BUILDING_CLASS,2,221.0,138.0,nan_val,5.7279127725856265,829000,373050,373050,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,435119.0,435119.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.817371,-73.914557,201.0 category,17.0 category,71.0 category,Melrose South-Mott Haven North,poor,very popular,0,0,1,1,1,1,1,0,0,1,1,0,0
K1,4,102.0,22.0,nan_val,1.0,1466000,192600,659700,98540.41012852485,335868.59502753214,nan_val,102.0,84.0,192600.0,600030.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.853808,-73.907953,205.0 category,14.0 category,243.0 category,University Heights-Morris Heights,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
B1,1,28.0,100.0,nan_val,2.0,501000,5486,17733,98540.41012852485,335868.59502753214,nan_val,23.0,72.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.849003,-73.919866,205.0 category,14.0 category,other category category,University Heights-Morris Heights,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
C0,1,20.0,100.0,nan_val,3.0,738000,751,4328,751.0,1460.0,1017.0,20.0,55.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.820216,-73.887019,202.0 category,17.0 category,11502.0 category,Hunts Point,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
B2,1,20.0,100.0,nan_val,3.0,469000,9578,26898,9578.0,10874.0,1015.0,20.0,60.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.848394,-73.920387,205.0 category,14.0 category,20501.0 category,University Heights-Morris Heights,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
D1,2,35.0,143.0,nan_val,8.0,2341000,79200,1053450,79200.0,1053450.0,1301.0,63.0,61.0,79200.0,892890.0,79200.0,892890.0,2018/19,BRONX,40.846266,-73.92387,205.0 category,16.0 category,20501.0 category,University Heights-Morris Heights,poor,not popular,0,0,0,0,0,0,0,0,0,0,0,0,0
W1,4,65.0,200.0,nan_val,5.0,15328000,217800,6897600,217800.0,6897600.0,2151.0,65.0,200.0,217800.0,6217650.0,217800.0,6217650.0,2018/19,MANHATTAN,40.859243,-73.927792,112.0 category,10.0 category,other category category,Washington Heights North,very rich,not popular,0,0,0,0,0,0,0,0,0,0,0,0,0
D1,2,121.0,109.0,nan_val,6.0,2618000,57150,1178100,98540.41012852485,335868.59502753214,nan_val,121.0,89.0,57150.0,1017090.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.853546,-73.91729,205.0 category,14.0 category,24501.0 category,University Heights-Morris Heights,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
C7,2B,25.0,100.0,nan_val,5.0,1356000,3284,222647,98540.41012852485,65808.0,5112.0,25.0,82.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.808745,-73.922049,201.0 category,8.0 category,25.0 category,Mott Haven-Port Morris,poor,not popular,0,0,0,1,0,0,0,1,1,1,1,0,0
K1,4,90.0,34.0,E,1.0,297000,28350,133650,98540.41012852485,335868.59502753214,nan_val,58.0,27.0,28350.0,127530.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.826638,-73.898708,202.0 category,17.0 category,131.0 category,Longwood,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
V0,1B,20.0,92.0,nan_val,5.7279127725856265,114000,1192,1192,1192.0,1192.0,OTHER_EXEMPTION_CODE,38.35627666741522,58.19472798653954,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,nan_val,40.693080212647615,-73.9964172329741,nan category,nan category,nan category,nan_val,rich,not popular,0,0,1,0,0,1,1,1,1,1,1,1,1
K4,4,105.0,41.0,nan_val,3.0,715000,13500,321750,98540.41012852485,335868.59502753214,nan_val,100.0,42.0,13500.0,225360.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.80864,-73.930423,201.0 category,8.0 category,19.0 category,Mott Haven-Port Morris,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
B1,1,69.0,110.0,nan_val,2.0,389000,13926,20520,98540.41012852485,335868.59502753214,nan_val,22.0,47.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.850025,-73.914334,205.0 category,14.0 category,243.0 category,University Heights-Morris Heights,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
C0,1,25.0,99.0,nan_val,2.0,502000,3764,8956,1460.0,1460.0,1017.0,21.0,56.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.845345,-73.903888,205.0 category,15.0 category,231.0 category,Mount Hope,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
D1,2,75.0,100.0,nan_val,6.0,1451000,36000,652950,98540.41012852485,335868.59502753214,nan_val,75.0,88.0,36000.0,563130.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.818396,-73.886556,202.0 category,17.0 category,11502.0 category,Hunts Point,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
RG,4,45.83709694359836,106.55358316896779,nan_val,7.0,16913,550,7611,182.0,7243.0,5114.0,38.35627666741522,58.19472798653954,550.0,5881.0,182.0,5513.0,2018/19,MANHATTAN,40.854672,-73.935262,112.0 category,10.0 category,271.0 category,Washington Heights North,poor,popular,1,1,0,0,0,1,1,0,0,0,0,0,0
B2,1,20.0,90.0,nan_val,2.0,607000,5812,25752,98540.41012852485,335868.59502753214,nan_val,20.0,52.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.80607,-73.920326,201.0 category,8.0 category,25.0 category,Mott Haven-Port Morris,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
C7,2,56.0,105.0,nan_val,6.0,897000,74250,403650,69795.0,379431.0,5130.0,56.0,91.0,65070.0,327780.0,61166.0,308113.0,2018/19,BRONX,40.814565,-73.899875,202.0 category,17.0 category,83.0 category,Longwood,rich,not popular,0,0,0,0,0,0,0,0,0,0,0,0,0
B2,1,20.0,100.0,nan_val,3.0,488000,6220,21942,1460.0,7748.0,1017.0,20.0,38.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.814846,-73.910528,201.0 category,17.0 category,73.0 category,Melrose South-Mott Haven North,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
D1,2,125.0,153.0,nan_val,7.0,1819000,88650,818550,88650.0,818550.0,1301.0,38.35627666741522,58.19472798653954,88650.0,719280.0,88650.0,719280.0,2018/19,BRONX,40.850501,-73.912382,205.0 category,14.0 category,243.0 category,University Heights-Morris Heights,poor,not popular,0,0,0,0,0,1,1,0,0,0,0,0,0
C1,2,40.0,90.0,nan_val,5.0,708000,27900,318600,98540.41012852485,335868.59502753214,nan_val,40.0,78.0,27900.0,271710.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.877413,-73.909262,208.0 category,10.0 category,309.0 category,Marble Hill-Inwood,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
C0,1,25.0,100.0,G,2.0,762000,3652,15375,98540.41012852485,335868.59502753214,nan_val,21.0,73.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.830251,-73.916947,204.0 category,16.0 category,18101.0 category,East Concourse-Concourse Village,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
C4,2,26.0,100.0,nan_val,4.0,1631000,10800,733950,98540.41012852485,335868.59502753214,nan_val,26.0,78.0,10800.0,549360.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.832787,-73.909348,204.0 category,16.0 category,17701.0 category,East Concourse-Concourse Village,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
R1,2C,30.0,95.0,nan_val,5.0,198363,2629,72442,1087.0,70900.0,5114.0,30.0,95.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.826974,-73.896391,202.0 category,17.0 category,131.0 category,Longwood,poor,popular,0,0,0,0,0,0,0,1,1,1,1,0,0
B2,1,18.0,133.0,nan_val,2.0,580000,6934,25618,1460.0,1460.0,1017.0,18.0,54.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.82977,-73.898208,203.0 category,17.0 category,151.0 category,Morrisania-Melrose,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
C1,2,50.0,100.0,nan_val,6.0,944000,45000,424800,98540.41012852485,335868.59502753214,nan_val,50.0,85.0,35100.0,366570.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.843217,-73.924691,204.0 category,16.0 category,other category category,Highbridge,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
C0,1,30.0,86.0,nan_val,2.0,609000,4122,17434,3260.0,3260.0,1017.0,22.0,61.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.853957,-73.916954,205.0 category,14.0 category,24501.0 category,University Heights-Morris Heights,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
C3,2A,28.0,100.0,nan_val,2.0,469000,40152,80475,98540.41012852485,335868.59502753214,nan_val,23.0,76.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.830325,-73.916904,204.0 category,16.0 category,18101.0 category,East Concourse-Concourse Village,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
C1,2,117.0,132.0,nan_val,6.0,3968000,86400,1785600,98540.41012852485,1667700.0,1920.0,110.0,122.0,86400.0,1556820.0,417960.1818181818,1066920.0,2018/19,BRONX,40.827884,-73.915595,204.0 category,16.0 category,173.0 category,East Concourse-Concourse Village,poor,not popular,0,0,0,1,0,0,0,0,0,1,0,0,0
E1,4,122.0,350.0,nan_val,5.0,5763000,346950,2593350,98540.41012852485,335868.59502753214,nan_val,68.0,265.0,346950.0,2507950.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.800787,-73.909803,201.0 category,17.0 category,19.0 category,Mott Haven-Port Morris,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
D7,2,105.0,101.0,nan_val,6.0,5688000,169650,2559600,98540.41012852485,335868.59502753214,nan_val,105.0,90.0,151110.0,2200410.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.848531,-73.939229,112.0 category,10.0 category,other category category,Washington Heights South,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
C1,2,43.0,115.0,nan_val,5.0,982000,20250,441900,98540.41012852485,335868.59502753214,nan_val,43.0,100.0,20250.0,407340.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.826162,-73.916797,204.0 category,17.0 category,173.0 category,East Concourse-Concourse Village,rich,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
C0,1,21.0,100.0,nan_val,3.0,627000,4316,15733,98540.41012852485,335868.59502753214,nan_val,21.0,65.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.852409,-73.906288,205.0 category,14.0 category,241.0 category,Mount Hope,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,6.0,126865,3091,57089,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,3091.0,43628.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.850297,-73.935671,112.0 category,10.0 category,271.0 category,Washington Heights North,rich,popular,1,1,0,1,1,1,1,0,0,1,1,0,0
C4,2A,25.0,74.0,nan_val,4.0,339000,13416,45030,2450.0,2450.0,1017.0,18.0,43.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.824182,-73.898878,202.0 category,17.0 category,131.0 category,Longwood,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
C0,1,22.0,64.0,nan_val,3.0,589000,2652,11484,98540.41012852485,335868.59502753214,nan_val,20.0,52.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.82717,-73.89776,202.0 category,17.0 category,131.0 category,Longwood,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
RG,4,200.0,265.0,nan_val,8.0,599000,11355,269550,98540.41012852485,335868.59502753214,nan_val,200.0,265.0,7295.0,264510.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.846089,-73.909879,205.0 category,14.0 category,22701.0 category,Mount Hope,rich,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
C1,2,50.0,150.0,nan_val,5.0,1912000,59850,860400,98540.41012852485,335868.59502753214,nan_val,50.0,106.0,59850.0,674130.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.865043,-73.925215,112.0 category,10.0 category,291.0 category,Marble Hill-Inwood,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
C1,2,55.0,100.0,nan_val,5.0,1398000,48600,629100,98540.41012852485,335868.59502753214,nan_val,55.0,87.0,48600.0,557605.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.864737,-73.926083,112.0 category,10.0 category,291.0 category,Marble Hill-Inwood,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
C1,2,40.0,150.0,nan_val,5.0,2301000,60300,1035450,98540.41012852485,335868.59502753214,nan_val,40.0,132.0,60300.0,783990.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.864151,-73.924472,112.0 category,10.0 category,291.0 category,Marble Hill-Inwood,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
K1,4,50.0,78.0,nan_val,1.0,624000,53100,280800,98540.41012852485,335868.59502753214,nan_val,50.0,65.0,46440.0,246580.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.822363,-73.896416,202.0 category,17.0 category,12901.0 category,Longwood,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
V1,4,25.0,100.0,nan_val,5.7279127725856265,180000,81000,81000,81000.0,81000.0,1501.0,38.35627666741522,58.19472798653954,79367.0,79367.0,79367.0,79367.0,2018/19,BRONX,40.820733,-73.917663,201.0 category,17.0 category,69.0 category,Melrose South-Mott Haven North,rich,not popular,0,0,1,0,0,1,1,0,0,0,0,0,0
B1,1,20.0,100.0,E,2.0,499000,3487,11373,98540.41012852485,335868.59502753214,nan_val,20.0,75.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.81315,-73.886117,202.0 category,17.0 category,93.0 category,Hunts Point,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
OTHER_BUILDING_CLASS,4,50.0,100.0,nan_val,5.7279127725856265,69000,31050,31050,31050.0,31050.0,2231.0,38.35627666741522,58.19472798653954,29250.0,29250.0,29250.0,29250.0,2018/19,BRONX,40.841847,-73.923489,204.0 category,16.0 category,211.0 category,Highbridge,very rich,very popular,0,0,1,0,0,1,1,0,0,0,0,0,0
C2,2A,35.0,100.0,nan_val,3.0,783000,46906,94415,98540.41012852485,335868.59502753214,nan_val,27.0,72.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.831257,-73.915291,204.0 category,16.0 category,18101.0 category,East Concourse-Concourse Village,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
OTHER_BUILDING_CLASS,4,37.0,114.0,nan_val,5.0,1189000,31950,535050,98540.41012852485,335868.59502753214,nan_val,37.0,91.0,31950.0,482400.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.823288,-73.900108,202.0 category,17.0 category,12901.0 category,Longwood,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
C1,2,51.0,100.0,nan_val,5.0,1137000,46800,511650,98540.41012852485,335868.59502753214,nan_val,51.0,85.0,39420.0,472229.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.866557,-73.922827,112.0 category,10.0 category,291.0 category,Marble Hill-Inwood,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
B3,1,18.0,100.0,E,3.0,527000,3910,13293,3910.0,13293.0,1301.0,18.0,45.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.82614,-73.890911,202.0 category,17.0 category,12701.0 category,Hunts Point,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
D7,2,154.0,109.0,nan_val,6.0,7165000,195750,3224250,98540.41012852485,335868.59502753214,nan_val,148.0,92.0,195750.0,2571980.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.869537,-73.921385,112.0 category,10.0 category,other category category,Marble Hill-Inwood,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
R2,2,20.0,100.0,nan_val,3.0,61349,4722,27607,98540.41012852485,22885.0,1920.0,38.35627666741522,58.19472798653954,4509.0,25651.0,417960.1818181818,21140.0,2018/19,BRONX,40.823894,-73.889556,202.0 category,17.0 category,119.0 category,Hunts Point,poor,not popular,0,0,0,1,0,1,1,0,0,1,0,0,0
C1,2,50.0,94.0,nan_val,6.0,2058000,57600,926100,98540.41012852485,335868.59502753214,nan_val,50.0,80.0,57600.0,695790.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.853241,-73.929505,112.0 category,10.0 category,269.0 category,Washington Heights North,rich,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
R4,2,100.0,149.0,nan_val,9.0,32260,1609,14517,839.0,13747.0,5114.0,100.0,142.0,1609.0,14244.0,839.0,13474.0,2018/19,BRONX,40.820332,-73.912916,201.0 category,17.0 category,71.0 category,Melrose South-Mott Haven North,poor,popular,0,0,0,0,0,0,0,0,0,0,0,0,0
C0,1,20.0,100.0,nan_val,3.0,512000,7846,27144,1460.0,13038.0,1017.0,70.0,51.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.835234,-73.913996,204.0 category,16.0 category,other category category,East Concourse-Concourse Village,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
D1,2,177.0,100.0,nan_val,6.0,1673000,69300,752850,98540.41012852485,335868.59502753214,nan_val,177.0,84.0,69300.0,714870.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.843139,-73.91447,204.0 category,14.0 category,other category category,West Concourse,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
C0,1,21.0,83.0,nan_val,3.0,529000,7051,24539,1460.0,1460.0,1017.0,21.0,36.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.837456,-73.924292,204.0 category,16.0 category,199.0 category,Highbridge,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
R4,2,57.0,155.0,nan_val,8.0,87758,11262,39491,9070.0,37299.0,5114.0,38.35627666741522,58.19472798653954,11262.0,33235.0,9070.0,31043.0,2018/19,MANHATTAN,40.856636,-73.933774,112.0 category,10.0 category,other category category,Washington Heights North,poor,popular,0,0,0,0,0,1,1,0,0,0,0,0,0
OTHER_BUILDING_CLASS,4,121.0,184.0,nan_val,6.0,9395000,504000,4227750,98540.41012852485,335868.59502753214,nan_val,119.0,132.0,504000.0,3782610.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.856936,-73.934952,112.0 category,10.0 category,other category category,Washington Heights North,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
F5,4,100.0,99.0,nan_val,1.0,664000,87750,298800,98540.41012852485,335868.59502753214,nan_val,100.0,99.0,87750.0,255780.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.812618,-73.894712,202.0 category,17.0 category,93.0 category,Hunts Point,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
C1,2,220.0,70.0,nan_val,5.0,3170000,207900,1426500,98540.41012852485,335868.59502753214,nan_val,214.0,60.0,182880.0,1203390.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.861098,-73.927609,112.0 category,10.0 category,285.0 category,Washington Heights North,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
D7,2,87.0,147.0,EG,6.0,2812000,73350,1265400,73350.0,1265400.0,5130.0,87.0,116.0,46710.0,1034370.0,46710.0,1034370.0,2018/19,BRONX,40.819376,-73.901378,202.0 category,17.0 category,85.0 category,Longwood,poor,not popular,0,0,0,0,0,0,0,0,0,0,0,0,0
U2,3,45.83709694359836,106.55358316896779,nan_val,5.7279127725856265,0,0,0,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,nan_val,40.693080212647615,-73.9964172329741,nan category,nan category,nan category,nan_val,rich,not popular,1,1,1,1,1,1,1,1,1,1,1,1,1
C0,1,19.0,101.0,G,3.0,521000,4107,13046,1460.0,1460.0,1017.0,19.0,65.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.828131,-73.91506,204.0 category,16.0 category,173.0 category,East Concourse-Concourse Village,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,5.0,64969,2610,29236,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,2610.0,22495.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.863813,-73.923377,112.0 category,10.0 category,291.0 category,Marble Hill-Inwood,poor,popular,1,1,0,1,1,1,1,0,0,1,1,0,0
D1,2,113.0,98.0,nan_val,6.0,2100000,194400,945000,98540.41012852485,335868.59502753214,nan_val,113.0,85.0,188460.0,883620.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.856688,-73.929353,112.0 category,10.0 category,279.0 category,Washington Heights North,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
S2,1,25.0,98.0,nan_val,3.0,319000,7806,17055,98540.41012852485,335868.59502753214,nan_val,20.0,57.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.85208,-73.91718,205.0 category,14.0 category,20502.0 category,University Heights-Morris Heights,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
OTHER_BUILDING_CLASS,1B,25.0,75.0,nan_val,5.7279127725856265,143000,8331,8331,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.811286,-73.903836,201.0 category,8.0 category,31.0 category,Mott Haven-Port Morris,poor,not popular,0,0,1,1,1,1,1,1,1,1,1,0,0
C4,2B,25.0,100.0,nan_val,4.0,941000,753,50629,98540.41012852485,335868.59502753214,nan_val,25.0,68.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.814867,-73.917078,201.0 category,8.0 category,43.0 category,Mott Haven-Port Morris,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
Z9,4,75.0,100.0,nan_val,5.7279127725856265,194000,71100,87300,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,71100.0,81900.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.811197,-73.892684,202.0 category,17.0 category,93.0 category,Hunts Point,rich,not popular,0,0,1,1,1,1,1,0,0,1,1,0,0
V0,1B,20.0,100.0,nan_val,5.7279127725856265,166000,1896,1896,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.827879,-73.889965,203.0 category,17.0 category,12101.0 category,Morrisania-Melrose,poor,very popular,0,0,1,1,1,1,1,1,1,1,1,0,0
C1,2,50.0,99.0,nan_val,5.0,1525000,58950,686250,98540.41012852485,335868.59502753214,nan_val,50.0,88.0,58950.0,600660.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.862552,-73.918367,112.0 category,10.0 category,other category category,Marble Hill-Inwood,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
C7,2,50.0,100.0,nan_val,6.0,1139000,20250,512550,19643.0,497174.0,5130.0,50.0,88.0,20250.0,414000.0,19643.0,401580.0,2018/19,BRONX,40.811516,-73.909702,201.0 category,8.0 category,37.0 category,Mott Haven-Port Morris,rich,not popular,0,0,0,0,0,0,0,0,0,0,0,0,0
A5,1,28.0,66.0,G,2.0,317000,5967,13046,1460.0,1460.0,1017.0,28.0,25.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.851489,-73.920047,205.0 category,14.0 category,20502.0 category,University Heights-Morris Heights,poor,not popular,0,0,0,0,0,0,0,1,1,1,1,0,0
R3,1A,45.83709694359836,106.55358316896779,nan_val,3.0,213337,604,10520,604.0,3260.0,1017.0,22.0,50.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.820417,-73.906149,201.0 category,17.0 category,75.0 category,Melrose South-Mott Haven North,poor,popular,1,1,0,0,0,0,0,1,1,1,1,0,0
K1,4,38.0,104.0,nan_val,1.0,2305000,323550,1037250,98540.41012852485,335868.59502753214,nan_val,38.0,83.0,156420.0,841020.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.811862,-73.92568,201.0 category,8.0 category,39.0 category,Mott Haven-Port Morris,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
E1,4,75.0,165.0,nan_val,1.0,853000,83250,383850,98540.41012852485,335868.59502753214,nan_val,25.0,165.0,83250.0,320310.0,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.805639,-73.924596,201.0 category,8.0 category,19.0 category,Mott Haven-Port Morris,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
O2,4,28.0,98.0,nan_val,2.0,714000,18000,321300,98540.41012852485,335868.59502753214,nan_val,28.0,98.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,BRONX,40.813608,-73.922304,201.0 category,8.0 category,41.0 category,Mott Haven-Port Morris,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
